address,categories/0,city,countryCode,isAdvertisement,isLocalGuide,name,publishAt,publishedAtDate,stars,text,totalScore,language,sentiment
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Alexander TR,3 months ago,2024-06-28T23:40:11.207Z,4.0,"I recently had the pleasure of visiting Boulevard World in Riyadh, and it was an experience like no other! This vibrant entertainment district is a perfect blend of culture, fun, and excitement, offering something for everyone.
The layout of Boulevard World is impressive, with beautifully designed spaces and themed areas that transport you to different parts of the world. The variety of attractions is astounding-from thrilling amusement rides to interactive exhibits and live performances, there's never a dull moment. The attention to detail in every corner truly makes it feel like a world tour in one location.
One of the highlights of my visit was the diverse range of dining options available. From gourmet restaurants to casual eateries, the culinary offerings are as varied and delicious as the attractions themselves. The street food vendors added an authentic touch, allowing us to sample flavors from around the globe.",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,MohammaD ShaiZ UddiN KhandokaR,3 months ago,2024-06-23T00:08:16.596Z,5.0,"I went to Blvd City Riyadh on Eid holiday,A very nice entertainment place.It has everything you need for entertainment, good quality food and equipment.After visiting there, I enjoy a lot of pleasure. It is a lovely place Those of you who want to go can go completely free, no ticket is required.",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Ramy BinAbdullah,a month ago,2024-08-22T11:30:24.860Z,5.0,"Riyadh Boulevard City is an incredible experience! This sprawling entertainment hub offers a vibrant mix of restaurants, cafes, shops, and attractions. The ambiance is lively, with stunning modern architecture and frequent events. From dining on global cuisines to enjoying artistic performances and thrilling activities, there's something for everyone here. The gardens and dancing fountains add a touch of elegance, making it a perfect spot for families, friends, or a casual evening out. Highly recommend visiting if you're in Riyadh",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,False,Bayzid Hossen,2 months ago,2024-07-12T21:42:25.728Z,4.0,"Very awesome place
The place was sooo good
The people was nice
Make so much memorable memories with my friends
The games was good
But when I tried to go ride the go cart they say you can't
So many people,but I see there are other people are going without any difficulties
Then I tried to go play the car games
They told me to wait and I was waiting there for a half an hour but they didn't let me to play.They don't have any serial maintenance
The people came late they get to play first and I was waiting and waiting nobody
Asked me to come.Then I talked to the people in charge and they say it's broken but the other people was playing fine
This was a bad experience but the other thing is fine.After all everything was fine",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Khaldoun Nd,2 months ago,2024-07-31T17:44:20.149Z,5.0,"The place is very nice for a chill night out, lots of restaurants, water features and other places of interest. In summer it is rather hot even with the fans and water sprinklers so be prepared for that.",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,False,Malik Hebballi,a month ago,2024-08-30T23:52:30.819Z,5.0,The place is very nice and beautiful the water fountain and the lighting of the building are the next level i visited with my friends. It was a great experience .,4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,K,2 months ago,2024-07-07T02:24:56.939Z,1.0,"If you’re someone who lives in a big/capital city, don’t waste your time. It just feels like every theme park, carnival, interactive entertainment centre to ever exist. I guess for the people in the Middle East, this is new and exciting to them, but when foreigners travel to the Middle East, they expect to see more culture, history and background, not the things they see in their home countries. For that reason, I’ve rated this place with one star, but this is just my experience and opinion.",4.6,en,1 star
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Zandré De Klerk,2 months ago,2024-07-24T09:22:02.758Z,5.0,Such a cool place! Feels like a city on its own with lots of entertainment and attractions to enjoy. Entry is free. Variety of food shops available and a fountain show.,4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Rakib Shah,2 months ago,2024-07-11T18:00:47.860Z,4.0,"The place looks modern and vibrant. But it feels artificial and lacks originality. Dominated by large foreign corporations, it overshadows local businesses and culture. The overall experience feels more like a manufactured entertainment zone than an authentic part of the city. If you seek a genuine Riyadh experience, this might disappoint.",4.6,en,2 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Alla Edine,a month ago,2024-08-16T19:09:57.612Z,5.0,"Great place, I really enjoyed the time there, great to go with family and friends.
Absolutely I will come again and again.",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,nurulhanan anuar,a month ago,2024-08-24T13:55:35.037Z,5.0,"Nice place for hangout. Lots of restaurants.  Games and places for pictures .
DSLR camera is not allowed.
Parking alot. But usually full after 6pm especially during weekends.",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Furqan Farrukh,3 months ago,2024-06-28T20:59:02.330Z,5.0,"""The area is great, with various outlets to explore. Foodies will delight in the diverse dining options available. Plus, it's a must-visit destination for gaming enthusiasts, offering an immersive experience that's sure to thrill!""",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Francesco Cattaneo,a month ago,2024-08-11T08:48:08.739Z,5.0,"Better to consult online the places you want to visit inside, where you have to buy an entrance ticket, you can do it through an app called Webook, so it can take little time to organise it in place.
Inside the boulevard all is wonderful, clean, full of screens and lights, fountains, restaurants, attractions. I really recommend visiting it at least once and take your time, you can visit also in the first part of the day, you will find places where to refresh you.",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Shahashad Muhammed,4 months ago,2024-05-07T09:02:28.221Z,5.0,"I recently visited Riyadh Boulevard City, and I must say I was impressed. The place has a lovely atmosphere with nice cafes, stores, and activities to enjoy. The highlight for me was the Al Nassr official store, which was top-notch! Overall, I was very much impressed with the experience, especially with the good access throughout the area.",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Stephanie Doumit,2 months ago,2024-08-02T11:43:11.967Z,5.0,"A place you don’t want to miss
The vibes there are so nice and the choices you can find there are matching different tastes, like literally you can find everything you want/need
Restaurants, games, shisha places, coffee shops, and many more activities you can think of
It’s a good choice for a night out, you can just walk around and chill, your eyes will be busy looking all around every detail",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Aslam labeeb,3 months ago,2024-06-19T13:17:45.547Z,4.0,"The destination is near boulevard world.. Good lightning and ambience.
Main attractions and activities are closed and under repair (carting , barbie world).
Water fountains are dry without water or water show (16-june-2024).
Somany retail and food outlets.. all the major attractions are not available. (Glass garden)",4.6,en,3 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,False,장상욱,3 months ago,2024-06-30T17:51:51.902Z,5.0,"It's a really gorgeous place. There were so many people that it seemed like everyone in Riyadh had gathered. There were a lot of shopping malls, restaurants, things to do, etc. It was fun.",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Giulio Toscani,a month ago,2024-08-08T22:32:40.947Z,3.0,"Interesting to see how locals understand fun and free time. But did not to understand it myself. Junk food everywhere, cheap emotions but happy people. At the end I left with a smile",4.6,en,2 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Ravish M,3 months ago,2024-06-19T23:57:50.136Z,5.0,"Good place to visit with family in Riyadh. Many branded stores including Apple premium reseller are available here. Best time to visit is in the evening when the sun is down and it’s much cooler. Vibrant place with lights, games, bowling, food, music and fountains and also some live performances. It was crowded due to Eid holidays but worth it. Only thing is that security did not allow the water bottle to bring in which was a little surprising. Also avoid bringing DSLR cameras. The entrance is free of charge.",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Saqib Iqbal,a month ago,2024-08-31T09:07:27.717Z,5.0,"Boulevard City: A Fun Place in Riyadh
Boulevard City is a great place to go in Riyadh. You can find many things to do there, like shopping, eating, and playing games. There are lots of stores, restaurants, and fun rides. It's a fun place for everyone, from kids to adults.
One of the best things about Boulevard City is the food. You can find food from all over the world. There are also many sweet treats to choose from, like ice cream and candy.
If you're looking for something to do with the family, Boulevard City has plenty of options. There are amusement parks with rides, as well as playgrounds for kids.
Boulevard City is a great place to visit if you're looking for a fun and exciting time. There's something for everyone, so you're sure to have a great time.",4.6,en,4 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Adnan Zakir,a month ago,2024-08-11T08:28:23.302Z,5.0,Great area to walk around if you have no plans... controlled environment with low temperature and humidity... must visit,4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Visionbyrmarti,7 months ago,2024-02-17T19:59:21.152Z,5.0,"Simple an incredible place for everyone! For families, couple, singles, for everyone something!
The entertainment and food offers are fantastic!
Many activities!
I highly recommend to go earlier due the traffic! Reach at 1600pm and enter slowly to enjoy the start until end.

A must visit for anyone!",4.6,en,5 stars
"Hittin, Riyadh 13516, Saudi Arabia",Tourist attraction,Riyadh,SA,False,True,Ahmed Jareer Bajwa,2 months ago,2024-07-19T14:40:03.299Z,5.0,"Amazing place!!! This is fun. Fantastic and one of the best exotic places to visit, especially for the people who visit Riyadh from other cities or other countries as well.",4.6,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,صباح فارسي,5 months ago,2024-04-11T08:12:38.198Z,5.0,"Visiting VIA Riyadh is truly an unforgettable experience. From the diverse shopping options to the delightful array of food and coffee shops, every corner is adorned with exquisite decor that adds to the allure of the place. It's a destination not to be missed for anyone seeking a memorable outing.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Aslıhan Dursun Darwish,11 months ago,2023-10-18T13:10:41.560Z,4.0,"The place is very modern, quiet and luxurious. Parking starts from 50 SAR and every hour counts after it. It is full of restaurants & cafes, luxury shopping and it has a cinema hall; Nothing much other than these if you are looking for fun or a family night out. Atmosphere is great though.",4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Alaa,6 days ago,2024-09-27T06:12:15.160Z,5.0,My favorite spot in Riyadh ❤️ Highly recommended ❤️!,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Sheikh Mohammad Osama,3 months ago,2024-06-11T06:47:17.833Z,5.0,"VIA riyadh is a world class luxury destination in riyadh city.

Beautiful combination of Nature and engineering/ architecture

Expensive restaurants and shopping
But more expensive PARKING!",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Erik Edmonds,4 months ago,2024-05-12T07:14:29.778Z,5.0,Absolutely gorgeous architecture. I've never seen a more beautiful centre.,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,JJ LEE,a year ago,2023-05-28T07:08:29.702Z,2.0,"Nothing much here really. Just a bunch of expensive shops and overpriced restaurants. You cannot justify this sort of price for a continental restaurants that not pairing food with wine.

The toilet is looking luxury too. Car park is quite modern and advance. But that's all about it.

Note that car park cost you 50sr.

Too many luxury projects in Riyadh, I don't get the point. You can attract tourist with amazing night markets too. It's even better probably.",4.5,en,2 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Shoaib Mohammed,a year ago,2023-09-23T00:22:43.995Z,2.0,"The place is very impressive and different from other newly opened places. Parking costs SAR 50 for the first hour and SAR 10 for each extra hour. I believe that parking is their only source of income. I dont think anyone will purchase or eat there because they are very pricey

The best time to visit this place is night time. They have lit the place with colorful lights and candles. Also, from here, you can have a stunning view of the Ritz-Carlton.

The worst thing about this place is that you can not park your car outside and enter the place. The security guards will not allow you inside the place if you are coming by foot or taxi.",4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,was sib,3 months ago,2024-06-18T17:42:36.477Z,5.0,"Great place to visit , parking cost SR 50 FOR THE FIRST 1 HOUR",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Waleed,a year ago,2023-07-22T23:36:03.243Z,5.0,"VIA Riyadh is an exceptional top notch location that reminds me of VIA Rodeo at Beverly Hills, Los Angeles.

The stores in the mall are for the finest brands and designers worldwide. Therefore, it is targeting customers looking for such luxurious experience.

Entrance was for free when I visited, but the parking cost was 50 SAR. If you have a movie reservation or a restaurant reservation the parking fee would be waived.

I enjoyed the walk during the sunset.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Trinakatz Gonzales,10 months ago,2023-11-04T06:58:08.915Z,4.0,"An upscale F&B  and shopping place in Riyadh. The place wasn’t too crowded when we visited. Can wander around comfortably. If you want to dine-in in a high-end restaurant, you can easily walk-in without a reservation (from our experience, maybe because it’s still newly-opened). This place is home to world renowned restos/bistros, we’ve seen YakinikuMafia [they opened at 7pm and we were starving by 6pm, we ended up at Scott’s (review to follow) for seafood], Gymkhana for indian cuisine, Wolfgang Puck’s Spago, Raoul’s, Sexy Fish (coming soon at the time of writing) and more! They also have a luxury food market (VIA Mercato), YokuMoku. I think VIA seems like the Mayfair of Riyadh. The ambience is resplendent! Very relaxing landscape, a much welcoming outdoor oasis, this development is thoughfully built and carefully curated to speak luxury & modernity. Be prepared to pay more for the parking though if you want to stay longer. We paid 70SAR for spending 2 hrs and 24mins.",4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Abu EliZak,2 weeks ago,2024-09-17T12:09:33.234Z,2.0,Disappointed by overpriced atmosphere of mall which lacked seating for relaxing unless spending money at restaurants. Parking was 70 SAR for 2 hours. Will not return. Restaurants overpriced for the service and quality provided. Better options elsewhere in Riyadh.,4.5,en,2 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Guli,9 months ago,2023-12-25T13:01:39.092Z,5.0,"Amazing luxurious and cozy , a lot of restaurants, you need to book before you plan to go , make sure to check the timings of opening and closing , a lot of shops and cafe .",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Bareed Bareedg,9 months ago,2023-12-21T07:29:11.016Z,4.0,Tooo expansive. Parking cost $$$.  But it’s nice at night for a coffee and walking around. Worth visiting once in your life.,4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,abdulaziz Abahusain,a year ago,2023-06-02T08:05:24.936Z,5.0,"Luxurious area, for international fine dining restaurants, high brands, upscale cinema “FOX” and 5 star hotel “The St. Regis”
You don’t need an entry ticket, but you might need a cafe or restaurant or cinema reservation.

I tried the cinema very upscale and it was a great experience, the parking fee is 50 SAR for the first hour, and after that every additional hour is 10 SAR, but because I have a cinema ticket they canceled the fee ""you must have the parking paper with you"".",4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,A KHAN,3 months ago,2024-06-22T13:54:17.075Z,4.0,PARKING IS SR50 for first hour!! BEWARE. NO FREE PARKING!!,4.5,en,1 star
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Dina -,a year ago,2023-05-31T18:18:24.012Z,5.0,"VIA Riyadh was a really wonderful place and all the decor and lights were nice for the eyes to look at, it’s a place you can visit with your friends and family, always looks nice whether you visit at day or night. For parking : first hour will be 50 SAR, then each hour 10 SAR. I highly recommend visiting this wonderful place, as I had a lot of fun there.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Zeeshan Farid,a year ago,2023-05-19T22:28:20.533Z,5.0,"Very luxuriuos place to visit , you will not feel like you are in Saudia. It is very incredible and sensational - Jim dandy !! Nice place to hangout !!

Parking charges are 50 SAR per hour.
Nice ambience and culture -!! Vision 2030",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Najla Alm,9 months ago,2023-12-12T11:25:26.971Z,5.0,"Lovely chilling place
With excellent vibe
If you don’t have a restaurant reservation you’ll pay 50 SAR for the parking with extra 10 SAR for one hour",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Reem BK,a year ago,2023-05-21T03:46:59.745Z,5.0,"Nice atmosphere at night , many stores are opened there. I visited market , it was a very nice cheese taste experience in cheese section.
There is vallet.
Before you go you need to make reservation .",4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,False,Sama AR,2 months ago,2024-07-11T13:46:37.361Z,5.0,Amazing place  I did play music there and I had so much fun  thank u VIA RIYADH,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Qutaiba AlSendi,8 months ago,2024-01-20T12:41:20.844Z,5.0,"- luxury place with many cafes
- love the atmosphere specially in winter season
- easy to find parking",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Zeina EL Alami,7 months ago,2024-02-10T20:12:04.654Z,5.0,"An elegant atmosphere for shopping and restaurants, now you do not need to reserve online just walk-in",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Stephanie Doumit,6 days ago,2024-09-27T08:59:27.964Z,3.0,"Aesthetically pleasing place but nothing more
Not too many options aligning with everyone’s needs and ability, targeting a certain category of people or else you can do nothing there except walking
The options are not easily accessible like you need to know where you are going and what you are visiting so you can go there or else you will not find it out of nowhere while you are walking there
Overall the place is beautiful and nicely designed",4.5,en,3 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,MAATH ABDULLA,9 months ago,2023-12-25T22:20:13.409Z,3.0,"A beautiful place, but there are not many options. There are only three but four restaurants. The prices are exaggerated, the options are limited and there are not many cafes. Expectations are that it will be better than that.",4.5,en,3 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Anju Patwardhan,10 months ago,2023-11-30T17:08:12.927Z,5.0,Stunning building with some very high end shops and restaurants. Beautiful terrace and lots of outdoor seating which is lovely in this weather.,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Reem,a year ago,2023-08-15T08:57:39.496Z,5.0,A grand new place in the city. I think it will be full of fabulous resturants and cafe’s. There will be many hotels too and a new stylish cenima. Note : the parking is 50sr for the hour.,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,False,Bakhtawar Qazi,a week ago,2024-09-24T05:19:55.348Z,4.0,"The place is good with free entry, but make sure parking charges are 60 sar.
This is the place for elite with so many international brands",4.5,en,3 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Mohammad,8 months ago,2024-02-01T15:54:23.212Z,5.0,"If you love visiting upscale places and spending a wonderful time, you must visit this picturesque place. You will find a number of distinctive restaurants and cafes where you will enjoy having a meal or a cup of coffee. Photography lovers will find many wonderful angles to take beautiful pictures.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Zannat Neera,a year ago,2023-08-24T02:57:39.180Z,5.0,Love this place. It's very beautiful & very professional staff. Perfect place to do photoshoot with your mobile phone (I'm not sure about dslr camera).Would love to visit again & again. Thank you,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Gary Dugan,11 months ago,2023-10-30T13:09:15.835Z,5.0,Amazing new mall with great dining options. Really leasing on the eye in the evening. Shopping is high fashion,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Luxury World,9 months ago,2023-12-21T19:49:52.473Z,5.0,So proud to be Saudi Via Riyadh one of the amazing places having a lot of restaurants and coffee shops I recommend you to visit and enjoy this beautiful place…..,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,ayyoob chekkindakath,3 months ago,2024-06-19T19:45:28.997Z,4.0,Very nice place dining and shopping,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Tony A,a year ago,2023-07-22T06:50:49.143Z,5.0,"Very nice and classy place to spend your time after work
High end mall with restaurant and coffeeshop and luxury stores .",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Energy,8 months ago,2024-01-12T17:56:46.228Z,5.0,Lovely place with wonderful cafes and restaurants. You have to consider that he price is high but deserve to try.,4.5,en,4 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,False,Abdulaziz Al Qurashi,a week ago,2024-09-19T14:01:57.595Z,5.0,"Place of dreams.

Never getting bored from visiting VIA Riyadh.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Mehraj Sheikh,9 months ago,2023-12-12T22:33:23.404Z,4.0,"Entrance is always crowded and congested with cars without any alternative ways of parking
Parking charges are higher than expected.
Seems this place is still at isolation.
Otherwise peaceful spot with hifi zone.",4.5,en,3 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Ahmed Bin Emad,a year ago,2023-07-24T09:16:16.558Z,5.0,The most luxurious newest building in Riyadh I do loved the cafe shops the prices were fine . You should pay 50 sar for one hour car parking then 10 year  but some restaurants and the VOX cinema can gives you a par-code that’s you don’t have to pay for your parking car !  which is fine,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Tech Help Bangla,11 months ago,2023-10-26T09:55:49.607Z,5.0,It’s an amazing shipping mall with different views. If you are in Riyadh don’t miss to visit this place. Awesome outdoor decor with awesome lighting,4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,Mai Abdo,a year ago,2023-09-18T12:31:18.312Z,5.0,"An impressive place , make sure to go at night to enjoy the colorful lights .

Many places and choices there to enjoy.

No matter what you are craving you will find it.

If you are looking for luxury and an experience to remember just go there and enjoy the variety of restaurants.",4.5,en,5 stars
"الهدا،، 2941 طريق مكة المكرمة، 8425، حي الهدا، الرياض 12912،،, Riyadh 12912،, Saudi Arabia",Shopping mall,Riyadh,SA,False,True,WorldHow? Unseen,6 months ago,2024-03-20T02:27:38.882Z,5.0,"VIA Riyadh stands as a pinnacle of luxury in the heart of Riyadh, offering a comprehensive shopping experience like no other. This opulent mall boasts an array of exquisite features, including top-notch 5-star restaurants, the prestigious St. Regis hotel, high-end boutiques , luxury food market Mercato , restaurants Spago Ferdi Medio, delightful Cafe Elle, world-class entertainment at Vox Cinema, Orlin Ski, and much more. It's all here, meticulously curated to provide you with the epitome of luxury. Come and immerse yourself in the lavish ambiance of VIA Riyadh, where every visit promises a truly indulgent experience.",4.5,en,5 stars
"2662، الحوي، 7199،, Riyadh 13516،, Saudi Arabia",Theme park,Riyadh,SA,False,True,Ahmed Mishal,a week ago,2024-09-25T18:53:27.108Z,4.0,"The Boulevard World in Riyadh is a highlight of the Riyadh Season, offering a global cultural experience without leaving the city. Visitors can explore themed zones representing different countries such as Mexico, France, Italy, and Greece, and enjoy immersive activities, culinary delights, and cultural exhibits. Highlights include gondola rides in Venice, iconic landmarks like the Eiffel Tower, and theme park attractions, including the world's largest artificial lake. Families can also engage in fun activities like escape rooms, interactive shows, and thrilling rides.",4.6,en,4 stars
"2662، الحوي، 7199،, Riyadh 13516،, Saudi Arabia",Theme park,Riyadh,SA,False,True,M-S Shaikh,a month ago,2024-08-22T21:35:23.423Z,5.0,"Boulevard World in Riyadh is an incredibly beautiful place, showcasing architectural wonders from around the globe. It's the perfect spot to enjoy with family, friends, or as a couple. From delicious food to leisurely strolls, there's something for everyone. The large artificial lake adds to the stunning scenery, making it one of the best places to visit. I had a wonderful experience when I visited in January 2024.",4.6,en,5 stars
