islocalguide,name,stars,text,totalscore,year,month,day,stars_normalized,totalscore_normalized,categories_Animal park,categories_Aquarium,categories_Beach,categories_Cultural center,categories_Event venue,categories_Heritage preservation,categories_Historical landmark,categories_Mosque,categories_Mountain peak,categories_NaN,categories_Park,categories_Resort hotel,categories_Restaurant,categories_Seasonal goods store,categories_Shopping mall,categories_Theme park,categories_Tourist attraction,city_Dhahran,city_Jeddah,city_NaN,city_Neom,city_Riyadh
1,JJ LEE,2.5,"Nothing much here really. Just a bunch of expensive shops and overpriced restaurants. You cannot justify this sort of price for a continental restaurants that not pairing food with wine.

The toilet is looking luxury too. Car park is quite modern and advance. But that's all about it.

Note that car park cost you 50sr.

Too many luxury projects in Riyadh, I don't get the point. You can attract tourist with amazing night markets too. It's even better probably.",4.5,2023.0,5.0,28.0,0.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Shoaib Mohammed,2.5,"The place is very impressive and different from other newly opened places. Parking costs SAR 50 for the first hour and SAR 10 for each extra hour. I believe that parking is their only source of income. I dont think anyone will purchase or eat there because they are very pricey

The best time to visit this place is night time. They have lit the place with colorful lights and candles. Also, from here, you can have a stunning view of the Ritz-Carlton.

The worst thing about this place is that you can not park your car outside and enter the place. The security guards will not allow you inside the place if you are coming by foot or taxi.",4.5,2023.0,9.0,23.0,0.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,was sib,5.0,"Great place to visit , parking cost SR 50 FOR THE FIRST 1 HOUR",4.5,2024.0,6.0,18.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Waleed,5.0,"VIA Riyadh is an exceptional top notch location that reminds me of VIA Rodeo at Beverly Hills, Los Angeles.

The stores in the mall are for the finest brands and designers worldwide. Therefore, it is targeting customers looking for such luxurious experience.

Entrance was for free when I visited, but the parking cost was 50 SAR. If you have a movie reservation or a restaurant reservation the parking fee would be waived.

I enjoyed the walk during the sunset.",4.5,2023.0,7.0,22.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Trinakatz Gonzales,4.0,"An upscale F&B  and shopping place in Riyadh. The place wasn’t too crowded when we visited. Can wander around comfortably. If you want to dine-in in a high-end restaurant, you can easily walk-in without a reservation (from our experience, maybe because it’s still newly-opened). This place is home to world renowned restos/bistros, we’ve seen YakinikuMafia [they opened at 7pm and we were starving by 6pm, we ended up at Scott’s (review to follow) for seafood], Gymkhana for indian cuisine, Wolfgang Puck’s Spago, Raoul’s, Sexy Fish (coming soon at the time of writing) and more! They also have a luxury food market (VIA Mercato), YokuMoku. I think VIA seems like the Mayfair of Riyadh. The ambience is resplendent! Very relaxing landscape, a much welcoming outdoor oasis, this development is thoughfully built and carefully curated to speak luxury & modernity. Be prepared to pay more for the parking though if you want to stay longer. We paid 70SAR for spending 2 hrs and 24mins.",4.5,2023.0,11.0,4.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Abu EliZak,2.5,Disappointed by overpriced atmosphere of mall which lacked seating for relaxing unless spending money at restaurants. Parking was 70 SAR for 2 hours. Will not return. Restaurants overpriced for the service and quality provided. Better options elsewhere in Riyadh.,4.5,2024.0,9.0,17.0,0.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Guli,5.0,"Amazing luxurious and cozy , a lot of restaurants, you need to book before you plan to go , make sure to check the timings of opening and closing , a lot of shops and cafe .",4.5,2023.0,12.0,25.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Bareed Bareedg,4.0,Tooo expansive. Parking cost $$$.  But it’s nice at night for a coffee and walking around. Worth visiting once in your life.,4.5,2023.0,12.0,21.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,abdulaziz Abahusain,5.0,"Luxurious area, for international fine dining restaurants, high brands, upscale cinema “FOX” and 5 star hotel “The St. Regis”
You don’t need an entry ticket, but you might need a cafe or restaurant or cinema reservation.

I tried the cinema very upscale and it was a great experience, the parking fee is 50 SAR for the first hour, and after that every additional hour is 10 SAR, but because I have a cinema ticket they canceled the fee ""you must have the parking paper with you"".",4.5,2023.0,6.0,2.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,A KHAN,4.0,PARKING IS SR50 for first hour!! BEWARE. NO FREE PARKING!!,4.5,2024.0,6.0,22.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Dina -,5.0,"VIA Riyadh was a really wonderful place and all the decor and lights were nice for the eyes to look at, it’s a place you can visit with your friends and family, always looks nice whether you visit at day or night. For parking : first hour will be 50 SAR, then each hour 10 SAR. I highly recommend visiting this wonderful place, as I had a lot of fun there.",4.5,2023.0,5.0,31.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Zeeshan Farid,5.0,"Very luxuriuos place to visit , you will not feel like you are in Saudia. It is very incredible and sensational - Jim dandy !! Nice place to hangout !!

Parking charges are 50 SAR per hour.
Nice ambience and culture -!! Vision 2030",4.5,2023.0,5.0,19.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Najla Alm,5.0,"Lovely chilling place
With excellent vibe
If you don’t have a restaurant reservation you’ll pay 50 SAR for the parking with extra 10 SAR for one hour",4.5,2023.0,12.0,12.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Reem BK,5.0,"Nice atmosphere at night , many stores are opened there. I visited market , it was a very nice cheese taste experience in cheese section.
There is vallet.
Before you go you need to make reservation .",4.5,2023.0,5.0,21.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,Sama AR,5.0,Amazing place  I did play music there and I had so much fun  thank u VIA RIYADH,4.5,2024.0,7.0,11.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,إ,5.0,"روووعة من ترحيب و تنظيم والدخول مجانا و بحجز ومااعرف اذا احد يدخل بدون 
يستأهل المشوار بس روحوا بدري اذا مناسب لكم لان معروف بوقت الزحمة ماينفع
تشوف كويس وتتقهوى براحتك ،
الجلسات محدودة وبعض الناس الله يهديهم يحجز المكان لين يطلع ذي جلسه مو خيمة الله يعافيكم تقهوا وخلصوا 

قهوتي من حنيني القهوة لذيذة بس الحنيني عادي
و ماكان معاه ليمون والحنيني اساسا ليمون ،
والاسعار دبل ،

اكرر الزيارة  .

بالتوفيق لكم",4.3,2023.0,12.0,17.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,fof Otb,5.0,روعه من فعاليات موسم الرياض راح يعجب كبار السن والدخول مجاني كان عندهم كل شيء قديم اتوقع لو يخلونة دايم ويغيرون مكانه راح ينافس سوق واقف في قطر,4.3,2024.0,1.0,4.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,bshaier,5.0,"المكان مررره حلو وووسيع صدر ومنظم ومع الجو انصح فيه وبقوة حتى رائع لكبار السن تغير جو لهم

مكان عائلي ويوجد مكان للاطفال
وملاهي والالعاب
والاكل كل شي موجود للبيع ويوجد شبكة وصرافات
ودورات المياة جدا نظيفة ويوجد فيها عامله
الصراحة التنظيم والترتيب يشكرون عليه الله يعطيهم العافية 
الدخول مجانا بس يحتاج تذكرة
ويوجد مسار اذا مامعهم تذاكر بس مدري اذا دايم او لا
الفعالية لمدة شهرين وتوجد بمخرج ١٠",4.3,2023.0,12.0,5.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Mohammad Moharam,5.0,"مكان جميل ويستحق الزيارة منطقة تعيد لك الذكريات للماضي والحنين له من كل شي
يوجد منطقة ترفيهية للأطفال ويوجد العديد من المطاعم والكوفيهات في المنطقة يوجد عروض جميلة تستحق الزيارة والانتظار والترفيه
انصحكم بزيارته والاستمتاع بالمكان وكل التفاصيل الموجودة فيه …
لابد من حجز موعد عن طريق تطبيق يوبوك مجاناً .",4.3,2024.0,1.0,18.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Budour Saleh,5.0,"لا يفوتكم ممتع مرة  وتذاكره مجانية بس حجز مع انهم مايدققون عليها في الدخول . الفعاليات ماتوقف من الحراج القديم الى العرس والر قصات الشعبية والبياعات والاستقبال وريحة المكان بخور ومعمول . وفيه جهتين مقاهي ومطاعم شعبية وجلسات حلوة ومكان لالعاب الحظ والمهارة وبيت التحوال بيت رعب ب ٣٥ ريال بس للاسف زحمة ولاين طويل فماقدرنا ندخل . وكشكات ملابس واكسسوارات ومسرح يجي فنان احيانا .
مشكلة المكان زحام سيارات عادي تقعد بالسيارة ساعة مع ان مشواره من بيتي ١٠ دقايق بس في مشكلة في التنظيم وتزامنت مع معرض القهوة فكان زحمة الزحمات .
وزحام داخل لان الدخول مجاني ومافي تركيز على التذاكر . وكمية اطفال رضع مايناسبهم المكان صراحة يصايحون عشان الصوت العالي  .
بس يظل المكان يستحق الزيارة الديكورات متعوب عليها والتنظيم رائع جدا .",4.3,2023.0,12.0,13.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,نون اليحيى,5.0,"من اجمل الاماكن نظيف ومرتب كبير
الدخول مجاناً بعد الحجز
المنظمين في كل مكان
كشكات للمشروبات وللاكل واضحه
غير كشكات للملابس والاكسسوارات و دكان زمان
والعطور والحرف اليدويه والمنتجات الغذائية
مناسب للاطفال
وجود مراجيح وألعاب للاطفال
بيعجب كبار السن بس الافضل لهم يكون معاهم كراسي متحركه او عربيات في حال تعبوا من المشي
دورات المياه نظيف وفي كل مكان متواجد بها عمال نظافه
نقطه لمستشفي الحبيب ومسعفين باعداد معقوله
انصح بزيارته بصراحه ممتع  ممتع",4.3,2024.0,1.0,3.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Nawal Abdallah,5.0,م شاء الله المكان فيه كثير فعاليات زمان وكمان تنوع في المطاعم والكوفيات والشاي مناسب للعوائل والاهم موجود الحمامات ومصلى نسائي يعطيهم الف عافية على هذا الجهود الرائعة ❤️‍,4.3,2023.0,12.0,22.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Reem ElGhala,5.0,صراحه روعه جمال تنظيم لا مثيل له من جد الف شكرا لجميع القائمين على هذا المكان يعطيهم الف عافيه يارب .كل مافيه يذكرك بالماضي القديم الا ليت الزمن يرجع,4.3,2024.0,1.0,12.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,عدنان المطيري,5.0,جميل جدا ويستحق الزياره..فعلا سوق الأولين ويغلب عليه الطابع التقليدي فعلا حبيت الفكره حيل والله يعطيهم العافيع الشباب الموجودين متعاونين جدا  فيه بوثات مطاعم وأكلات شعبيه بالاضافة الي الألعاب المعتاده..يستاهل الزياره نعم يستاهل,4.3,2024.0,2.0,1.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,H,3.0,"المكان جميل وواسع في الجو البارد
فيه مطاعم مختلفة ومنوعة وفعاليات فنية
زحمة المكان كثير والجلسات محدودة نوعا ما المفترض يزيدوا عدد الكنب
الباركينغ كبير ومتوفر داخل بوابة ٣ وفي الخارج
مشكلة المكان دورات المياه اغلبها نظام عربي ( ٢ او ٣ فقط كرسي ) ومافي مناديل !!!!!!!
الاسعار مرتفعة نوعا ما",4.3,2023.0,12.0,6.0,0.20000000000000018,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,رضاك يارب,2.5,"مهرجان مجاني لعرض التراث تابع لموسم الرياض ، مساحته صغيرة ، مزدحم جدا رغم طلب الحجز المسبق ، يحتوي على محلات لبيع المأكولات والمشروبات ، والملابس والتصوير ، و بقالة تراثية ،
ومسرح لفرقة غناء وعرضات ، لفتني المقدم بعد نهاية العرض والغناء يقول شكرا كتب الله أجركم !",4.3,2024.0,1.0,22.0,0.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,مِسك,5.0,المكان جميل تحجزون التذاكر مجاناً اول مره رحت دخلونا بدون حجز حبيت المكان فيه اشياء تراثيه كوشكات للطعام وبعض المنتجات يصلح للعوائل وغيرهم ممكن يصير زحمه على الجلسات انتم وحظكم تنظيم حلو ونظافه المكان حبيتها ايام الاسبوع الزحمه اقل,4.3,2023.0,12.0,29.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Nuna Ana,4.0,المكان واسع وجميل يفتح الساعه ٤ العصر الى الساعه ١١ ليلا ،، فيها رقصات وفعاليات حلوة ،، يوجد فعاليه اسمها ليله التحوال (بيت رعب ) سعرها ٣٥ ريال لمدة ٥ دقايق ،، في مطاعم وجبات خفيفه في منطقتين مختلفة ،، بدايه اخذت شاهي بالمخ من جهرة ب ٨ ريال عادي جدا مايستاهل السعر ،، وبعدها جربت المطاعم بالصور :  بليلة زمان حجازية ( عادية) الحجم الصغير ١٠ ريال ،، مطعم رمز غوار جربت عندهم سبوسة لحم جيدة وسمبوسة جبن سايل فقط بالاسم لكنها  فاضية !! السمبوسة الوحدة بريال .. المطعم الاخير اسمه دوج جربت عندهم مطبق خضار ب ٨ ريال لذيذ ولكن يضع شريحة صغيرة ليمون !! المكان ممتع حبذا لو تجون بدري لانه يزدحم ،، عندهم منطقتين دورات مياه فقط (الاولى) فيها ٤ حمامات فقط اعزكم الله وزحمه عليهم!!!! والثانيه افضل بكثير فيها دورات مياة كثيرة ولايوجد زحام اغلبها ارضيه ويوجد دورات مغلقه !! للاسف غير متوفر مناديل بالحمامات !!! التذاكر مجانيه من تطبيق الموسم ،، تجربة حلوة اكررها,4.3,2024.0,2.0,3.0,0.6000000000000001,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Fawzia Abdulla,5.0,فعالية سنوية في الرياض ساحة العروض في الدائري الشرقي . فلكلور ودكاكين منتجات شعبية ومأكولات..وعروض مصغرة للفعاليات مثل بياعات أول..الحوامة..ليلة التحوال...في جو شعبي جميل..,4.3,2023.0,12.0,26.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,MOHAMMED ALENGERY (Msengery),5.0,"فعالية جميلة و مميزة من فعاليات موسم الرياض
تتوفر مواقف سيارات مجانية
الدخول عبر حجز مجاني مسبق
يحتوي الموقع على ١٦ منطقة
يحتوي على محلات و بسطات و مطاعم و كافيهات و أنشطة تفاعلية",4.3,2024.0,1.0,7.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Haya Othman,5.0,"المكان فيه رائحة الماضي ❤️جميل بكل تفاصيله شكرا لكل موظف ساهم بالتنظيم داخل وخارج المكان  او الإرشاد لكل استفسار  شكرا لطيب النفس
واللباقة
سأعطيكم تفصيل ممل لما رأيت وشاهدت
المكان منظم.. نظيف.. الإنارة عقود من اللمبات.. محلات البيع  ذات ذراز القديم الشعبي
اختلاف البيع من ملابس وعطورات ومأكولات ومشروبات وشعبيات.. حلوى بحرينية.. شربت شاهي خادر.. فعلا خادر ويقعد الراس.. جربت غيره ولكن ليس كطعم خادر.. ورق عنب ام فهبد عادي.. مطبق عادي.وجود اكلات حجازيه (همبورجر وقهوه وايسكريم كون زون)؟؟؟ 
وجود فقرات شعبيه ومعروضات
لالعاب وكماليات قديمة
وجود لوحات ارشاديه وشاشه توضح مكانك
وجود مركز لمستشفى الحبيب داخل السوق.
العيب الوحيد والمهم.. هو أن المصلى أخر السوق خذ/ي معك سجادة 
الملاحظه الاخرى عدم وجود كراسي كافية ولاسيما كثرة أعداد الزوار تعبنا من المشي ع شان نريح ى
ممنوع دخول اكل او شرب 
وجود مكان مخصص للاطفال بالساعه لمن ترغب أن توسع صدرها وتتفرج ومنها الاطفال في مكان آمن بإذنه تعالى
مكان يوسع الصدر 
الحجز عن طريق الموقع مجاني
ولكن انت وحظك.. كثير دخلو بدون حجز
تحب المغامره افعلهابدون حجز  تصيب او.... 
اتمنى ان اكون وفقت في التوضيح",4.3,2024.0,1.0,11.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Momo,3.0,مكان جميل ويحوي الكثير من المعالم الجميله والقديمه ويوجد العديد من الفقرات والفعاليات الجميله مثل دكان الصغيرين مكان لطيف ويحمس الاطفال وللاسف مليء المكان بالمعازف ومزدحم بشكل كبير ومن الصعب ايجاد مكان لوضع السيارة,4.3,2024.0,1.0,10.0,0.20000000000000018,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,شروف اليحيى,5.0,المكان مشاءالله جميل بس ياليت تتنوع الامكان اكثر بس حبيت التنظيم النظافة الاحترام من اول الدخول الى الخروج والجميع يقابلك بابتسامة وترحيب وسعة صدر اهنيهم على الفكرة,4.3,2023.0,12.0,27.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,NORA Abdullah,5.0,اول زياره لي من الافتتاح بصراحه كان الترتيب اكثر من رائع ومتنوع ماتمل منه متاح لك اكثر من شي فنون واسواق وعرض مسرحي وكمان قسم للاطفال من غير القهوه والاكلات الشعبيه وغيرها بصراحه شغل ومجهود يشكرون عليه القائمين,4.3,2024.0,1.0,7.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Fahad AL Johani,5.0,ممتاز جداً .. لازم تزوروه .. أجواء رائعة بداً من التراحيب أول ما تدخل و الفعاليات مستمرة .. أنصح فيه ، و لو عندك شخص كبير لابد تاخذه معاك .. أتوقع بتعجبهم أجواء المكان .,4.3,2024.0,1.0,9.0,1.0,0.42857142857142794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,Qutaiba AlSendi,5.0,"- luxury place with many cafes
- love the atmosphere specially in winter season
- easy to find parking",4.5,2024.0,1.0,20.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Zeina EL Alami,5.0,"An elegant atmosphere for shopping and restaurants, now you do not need to reserve online just walk-in",4.5,2024.0,2.0,10.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Stephanie Doumit,3.0,"Aesthetically pleasing place but nothing more
Not too many options aligning with everyone’s needs and ability, targeting a certain category of people or else you can do nothing there except walking
The options are not easily accessible like you need to know where you are going and what you are visiting so you can go there or else you will not find it out of nowhere while you are walking there
Overall the place is beautiful and nicely designed",4.5,2024.0,9.0,27.0,0.20000000000000018,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,MAATH ABDULLA,3.0,"A beautiful place, but there are not many options. There are only three but four restaurants. The prices are exaggerated, the options are limited and there are not many cafes. Expectations are that it will be better than that.",4.5,2023.0,12.0,25.0,0.20000000000000018,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Anju Patwardhan,5.0,Stunning building with some very high end shops and restaurants. Beautiful terrace and lots of outdoor seating which is lovely in this weather.,4.5,2023.0,11.0,30.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Reem,5.0,A grand new place in the city. I think it will be full of fabulous resturants and cafe’s. There will be many hotels too and a new stylish cenima. Note : the parking is 50sr for the hour.,4.5,2023.0,8.0,15.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,Bakhtawar Qazi,4.0,"The place is good with free entry, but make sure parking charges are 60 sar.
This is the place for elite with so many international brands",4.5,2024.0,9.0,24.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Mohammad,5.0,"If you love visiting upscale places and spending a wonderful time, you must visit this picturesque place. You will find a number of distinctive restaurants and cafes where you will enjoy having a meal or a cup of coffee. Photography lovers will find many wonderful angles to take beautiful pictures.",4.5,2024.0,2.0,1.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Zannat Neera,5.0,Love this place. It's very beautiful & very professional staff. Perfect place to do photoshoot with your mobile phone (I'm not sure about dslr camera).Would love to visit again & again. Thank you,4.5,2023.0,8.0,24.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Gary Dugan,5.0,Amazing new mall with great dining options. Really leasing on the eye in the evening. Shopping is high fashion,4.5,2023.0,10.0,30.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Luxury World,5.0,So proud to be Saudi Via Riyadh one of the amazing places having a lot of restaurants and coffee shops I recommend you to visit and enjoy this beautiful place…..,4.5,2023.0,12.0,21.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,ayyoob chekkindakath,4.0,Very nice place dining and shopping,4.5,2024.0,6.0,19.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Tony A,5.0,"Very nice and classy place to spend your time after work
High end mall with restaurant and coffeeshop and luxury stores .",4.5,2023.0,7.0,22.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Energy,5.0,Lovely place with wonderful cafes and restaurants. You have to consider that he price is high but deserve to try.,4.5,2024.0,1.0,12.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,Abdulaziz Al Qurashi,5.0,"Place of dreams.

Never getting bored from visiting VIA Riyadh.",4.5,2024.0,9.0,19.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Mehraj Sheikh,4.0,"Entrance is always crowded and congested with cars without any alternative ways of parking
Parking charges are higher than expected.
Seems this place is still at isolation.
Otherwise peaceful spot with hifi zone.",4.5,2023.0,12.0,12.0,0.6000000000000001,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Ahmed Bin Emad,5.0,The most luxurious newest building in Riyadh I do loved the cafe shops the prices were fine . You should pay 50 sar for one hour car parking then 10 year  but some restaurants and the VOX cinema can gives you a par-code that’s you don’t have to pay for your parking car !  which is fine,4.5,2023.0,7.0,24.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Tech Help Bangla,5.0,It’s an amazing shipping mall with different views. If you are in Riyadh don’t miss to visit this place. Awesome outdoor decor with awesome lighting,4.5,2023.0,10.0,26.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Mai Abdo,5.0,"An impressive place , make sure to go at night to enjoy the colorful lights .

Many places and choices there to enjoy.

No matter what you are craving you will find it.

If you are looking for luxury and an experience to remember just go there and enjoy the variety of restaurants.",4.5,2023.0,9.0,18.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,WorldHow? Unseen,5.0,"VIA Riyadh stands as a pinnacle of luxury in the heart of Riyadh, offering a comprehensive shopping experience like no other. This opulent mall boasts an array of exquisite features, including top-notch 5-star restaurants, the prestigious St. Regis hotel, high-end boutiques , luxury food market Mercato , restaurants Spago Ferdi Medio, delightful Cafe Elle, world-class entertainment at Vox Cinema, Orlin Ski, and much more. It's all here, meticulously curated to provide you with the epitome of luxury. Come and immerse yourself in the lavish ambiance of VIA Riyadh, where every visit promises a truly indulgent experience.",4.5,2024.0,3.0,20.0,1.0,0.7142857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,Ahmed Mishal,4.0,"The Boulevard World in Riyadh is a highlight of the Riyadh Season, offering a global cultural experience without leaving the city. Visitors can explore themed zones representing different countries such as Mexico, France, Italy, and Greece, and enjoy immersive activities, culinary delights, and cultural exhibits. Highlights include gondola rides in Venice, iconic landmarks like the Eiffel Tower, and theme park attractions, including the world's largest artificial lake. Families can also engage in fun activities like escape rooms, interactive shows, and thrilling rides.",4.6,2024.0,9.0,25.0,0.6000000000000001,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,M-S Shaikh,5.0,"Boulevard World in Riyadh is an incredibly beautiful place, showcasing architectural wonders from around the globe. It's the perfect spot to enjoy with family, friends, or as a couple. From delicious food to leisurely strolls, there's something for everyone. The large artificial lake adds to the stunning scenery, making it one of the best places to visit. I had a wonderful experience when I visited in January 2024.",4.6,2024.0,8.0,22.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,Krrish !,5.0,"I recently had the pleasure of visiting Boulevard World in Riyadh, and it was an experience like no other! This vibrant entertainment district is a perfect blend of culture, fun, and excitement, offering something for everyone.

The layout of Boulevard World is impressive, with beautifully designed spaces and themed areas that transport you to different parts of the world. The variety of attractions is astounding—from thrilling amusement rides to interactive exhibits and live performances, there’s never a dull moment. The attention to detail in every corner truly makes it feel like a world tour in one location.

One of the highlights of my visit was the diverse range of dining options available. From gourmet restaurants to casual eateries, the culinary offerings are as varied and delicious as the attractions themselves. The street food vendors added an authentic touch, allowing us to sample flavors from around the globe.

What truly made our visit exceptional was the lively atmosphere and the friendly staff. Everyone was welcoming and eager to help, enhancing the overall experience. The cleanliness and organization of the entire area were also commendable, making it a pleasant place to spend the day with family and friends.

Boulevard World is a must-visit destination in Riyadh. Whether you’re looking for adventure, relaxation, or a cultural journey, this entertainment hub has it all. I can’t wait to go back and explore more of what it has to offer!",4.6,2024.0,6.0,8.0,1.0,0.8571428571428568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
